paper_id,venue,title,override_type,cluster_id,cluster_label
Fj6LakRHcT,ICLR 2026,Safety Subspaces are Not Linearly Distinct: A Fine-Tuning Case Study,reject_to_accept,1,Correctness and theoretical support
vQ1GRDnZc0,ICLR 2026,All-Task Convergence and Backward Transfer in Federated Domain-Incremental Learning with Partial Participation,accept_to_reject,1,Correctness and theoretical support
8N7vPCQ7IQ,ICLR 2026,Convergence Theory of Decentralized Diffusion Models via Pseudo-Non-Markov Analysis,accept_to_reject,1,Correctness and theoretical support
Ry8jLSYIUG,ICLR 2026,We Can Hide More Bits: The Unused Watermarking Capacity in Theory and in Practice,accept_to_reject,1,Correctness and theoretical support
BBS9057dPV,ICLR 2026,SteinDiff: Resolving the Contractivity Trap via Reference-free Stein Regularization,accept_to_reject,1,Correctness and theoretical support
hcKK5F6Hlf,ICLR 2026,Breaking the Correlation Plateau: On the Optimization and Capacity Limits of Attention-Based Regressors,reject_to_accept,1,Correctness and theoretical support
6renfxmnAZ,ICLR 2026,Causal Representation Meets Stochastic Modeling under Generic Geometry,accept_to_reject,1,Correctness and theoretical support
NcKUcd4EkA,ICLR 2025,Harnessing Query Heterogeneity for Cost-Effective Proactive Caching in LLM Inference,accept_to_reject,1,Correctness and theoretical support
R2834dhBlo,ICLR 2025,Neural Interactive Proofs,reject_to_accept,1,Correctness and theoretical support
QSTv4os59f,ICLR 2025,Learning-Augmented Streaming Algorithms for Correlation Clustering,accept_to_reject,1,Correctness and theoretical support
5YRw1m6GSz,ICLR 2025,Personalized Federated Learning via Tailored Lorentz Space,accept_to_reject,1,Correctness and theoretical support
kWtP5ZOErR,ICLR 2025,EvoPress: Towards Optimal Dynamic Model Compression via Evolutionary Search,accept_to_reject,1,Correctness and theoretical support
4YzVF9isgD,ICLR 2025,HyperFace: Generating Synthetic Face Recognition Datasets by Exploring Face Embedding Hypersphere,reject_to_accept,1,Correctness and theoretical support
FZS5m1cbFU,ICLR 2025,Differentially Private Range Subgraph Counting,accept_to_reject,1,Correctness and theoretical support
RzdtpxL0H5,ICLR 2025,DDAD: A Two-Pronged Adversarial Defense Based on Distributional Discrepancy,accept_to_reject,1,Correctness and theoretical support
M922KJFO7O,ICLR 2025,ClusterGen: Token Generation in Sublinear Time and Memory with Clustering KV Cache,accept_to_reject,1,Correctness and theoretical support
hzuumhfYSO,ICLR 2025,Deep Distributed Optimization for Large-Scale Quadratic Programming,reject_to_accept,1,Correctness and theoretical support
OeHSkJ58TG,ICLR 2025,Incidental Polysemanticity: A New Obstacle for Mechanistic Interpretability,accept_to_reject,1,Correctness and theoretical support
9KxnxWOBA5,ICLR 2025,Towards Optimal Multi-draft Speculative Decoding,reject_to_accept,1,Correctness and theoretical support
IQdlPvj4dX,ICLR 2025,On the Local Complexity of Linear Regions in Deep ReLU Networks,accept_to_reject,1,Correctness and theoretical support
YAf7MSsdTu,ICLR 2025,"Local-Global Shortest Path Algorithms on Random Graphs, Enhanced with GNNs",accept_to_reject,1,Correctness and theoretical support
wLmJIs1uqG,ICLR 2025,LancBiO: Dynamic Lanczos-aided Bilevel Optimization via Krylov Subspace,reject_to_accept,1,Correctness and theoretical support
oRNus243R6,ICLR 2025,Diverse Graph-based Nearest Neighbor Search,accept_to_reject,1,Correctness and theoretical support
aQSbfKYXvo,ICLR 2025,The Effect of Personalization in FedProx: A Fine-grained Analysis on Statistical Accuracy and Communication Efficiency,accept_to_reject,1,Correctness and theoretical support
9D9VoONnn6,ICLR 2025,Provable Data-driven Hyperparameter Tuning for Deep Neural Networks,accept_to_reject,1,Correctness and theoretical support
BPQMd2gTYI,ICLR 2025,Enabling Pareto-Stationarity Exploration in Multi-Objective Reinforcement Learning: A Weighted-Chebyshev Multi-Objective Actor-Critic Approach,accept_to_reject,1,Correctness and theoretical support
G82uQztzxl,ICLR 2025,Self-Normalized Resets for Plasticity in Continual Learning,reject_to_accept,1,Correctness and theoretical support
0F1rIKppTf,ICLR 2025,Through the Looking Glass: Mirror Schrödinger Bridges,accept_to_reject,1,Correctness and theoretical support
Xg6JWb1Oxt,ICLR 2025,Value from Observations: Towards Large-Scale Imitation Learning via Self-Improvement,accept_to_reject,1,Correctness and theoretical support
GGZISiwgNt,ICLR 2025,Natural Policy Gradient for Average Reward Non-Stationary RL,accept_to_reject,1,Correctness and theoretical support
wjPa7GUIR9,ICLR 2025,Fragile Giants: Understanding Susceptibility of Models to Subpopulation Attacks,accept_to_reject,1,Correctness and theoretical support
oVwTvCI9Us,ICLR 2025,SEPAL: Scalable Feature Learning on Huge Knowledge Graphs,accept_to_reject,1,Correctness and theoretical support
YSJNKWOjKV,ICLR 2025,Inverse Flow and Consistency Models,accept_to_reject,1,Correctness and theoretical support
rIJbFQ1zII,ICLR 2025,On the Convergence of Adam-Type Algorithms for Bilevel Optimization under Unbounded Smoothness,accept_to_reject,1,Correctness and theoretical support
GYik1jT3gE,ICLR 2025,Initialization Matters: Unraveling the Impact of Pre-Training on Federated Learning,accept_to_reject,1,Correctness and theoretical support
swqZKDoMJA,ICLR 2025,Decoupled SGDA for Games with Intermittent Strategy Communication,accept_to_reject,1,Correctness and theoretical support
u5KzZjQOsl,ICLR 2025,Information Bottleneck for Active Feature Acquisition,accept_to_reject,1,Correctness and theoretical support
FZa1UCC9SC,ICLR 2025,Exact risk curves of signSGD in High-Dimensions: quantifying preconditioning and noise-compression effects,accept_to_reject,1,Correctness and theoretical support
o2uHg0Skil,ICLR 2025,"RL, but don't do anything I wouldn't do",accept_to_reject,1,Correctness and theoretical support
E4kuNZWost,ICLR 2025,TULiP: Test-time Uncertainty Estimation via Linearization and Weight Perturbation,accept_to_reject,1,Correctness and theoretical support
Gc2qkiYUkh,ICLR 2025,Features are fate: a theory of transfer learning in high-dimensional regression,accept_to_reject,1,Correctness and theoretical support
HB4lr0ykTi,ICLR 2025,Wasserstein Flow Matching: Generative modeling over families of distributions,accept_to_reject,1,Correctness and theoretical support
ZLOpfkf5aj,ICLR 2025,"Performant, Memory Efficient and Scalable Multi-Agent Reinforcement Learning",accept_to_reject,1,Correctness and theoretical support
i3T0wvQDKg,ICLR 2025,Valid Conformal Prediction for Dynamic GNNs,reject_to_accept,1,Correctness and theoretical support
zzR1Uskhj0,ICLR 2025,High Probability Bounds for Cross-Learning Contextual Bandits with Unknown Context Distributions,accept_to_reject,1,Correctness and theoretical support
uwzyMFwyOO,ICLR 2025,Learning Latent Graph Structures and their Uncertainty,accept_to_reject,1,Correctness and theoretical support
wsb9GNh1Oi,ICLR 2025,Learning Multiple Initial Solutions to Optimization Problems,accept_to_reject,1,Correctness and theoretical support
IEnYsFjFzI,ICLR 2025,Quantum Algorithm for Online Learning of MDPs with Continuous State Space,accept_to_reject,1,Correctness and theoretical support
Oz9FTPINRe,ICLR 2025,A Causal Study on The Learnability of Formal Languages,accept_to_reject,1,Correctness and theoretical support
1YYp1rPRlm,ICLR 2025,Differentially Private Deep Model-Based Reinforcement Learning,accept_to_reject,1,Correctness and theoretical support
7dPrT34fHF,ICLR 2025,Realizable Abstractions: Near-Optimal Hierarchical Reinforcement Learning,accept_to_reject,1,Correctness and theoretical support
NGF1wDDBMm,ICLR 2025,AN INFORMATION THEORETIC EVALUATION METRIC FOR STRONG UNLEARNING,accept_to_reject,1,Correctness and theoretical support
m60n31iYMw,ICLR 2025,The Implicit Bias of Structured State Space Models Can Be Poisoned With Clean Labels,accept_to_reject,1,Correctness and theoretical support
Nsms7NeU2x,ICLR 2025,How much can we Forget about Data Contamination?,accept_to_reject,1,Correctness and theoretical support
4qh6nurdYt,ICLR 2025,Effective Learning with Node Perturbation in Multi-Layer Neural Networks,accept_to_reject,1,Correctness and theoretical support
XFpb3T5Zc9,ICLR 2025,iFedDR: Auto-Tuning Local Computation with Inexact Douglas-Rachford Splitting in Federated Learning,accept_to_reject,1,Correctness and theoretical support
CFLEIeX7iK,ICLR 2025,Neural Solver Selection for Combinatorial Optimization,accept_to_reject,1,Correctness and theoretical support
rF0wXBpFRT,ICLR 2025,Playbook: Scalable Discrete Skill Discovery from Unstructured Datasets for Long-Horizon Decision-Making Problems,accept_to_reject,1,Correctness and theoretical support
7TXdglI1g0,ICLR 2025,Efficient Bisection Projection to Ensure NN Solution Feasibility for Optimization over General Set,accept_to_reject,1,Correctness and theoretical support
QibJggOAnB,ICLR 2025,Fair Clustering via Alignment,accept_to_reject,1,Correctness and theoretical support
TBJCtWTvXJ,ICLR 2025,SoftSignSGD(S3): An Enhanced Optimize for Practical DNN Training and Loss Spikes Minimization Beyond Adam,accept_to_reject,1,Correctness and theoretical support
1lFZusYFHq,ICLR 2025,How Transformers Implement Induction Heads: Approximation and Optimization Analysis,accept_to_reject,1,Correctness and theoretical support
RJBf8k6lxO,ICLR 2025,Compositional Hardness of Code in Large Language Models - A Probabilistic Perspective,accept_to_reject,1,Correctness and theoretical support
2F7MFqATdo,ICLR 2025,Intention Model: A Novel Explanation for In-context Learning,accept_to_reject,1,Correctness and theoretical support
ZQ9SF5eUHZ,ICLR 2025,Learn from the Past: Dynamic Data Pruning with Historically Weighted Bernoulli Sampling,accept_to_reject,1,Correctness and theoretical support
z1Jq1PLQWs,ICLR 2025,Dueling in the Dark: An Efficient and Optimal $O(\sqrt{T})$ Mirror Descent Approach for Competing against Adversarial Preferences,accept_to_reject,1,Correctness and theoretical support
7rzA6aEASo,ICLR 2025,No Free Lunch from Random Feature Ensembles,accept_to_reject,1,Correctness and theoretical support
mGSQLuYxVF,ICLR 2025,Learning guarantee of reward modeling using deep neural networks,accept_to_reject,1,Correctness and theoretical support
DsIOUoZkVk,ICLR 2025,"The ""Law'' of the Unconscious Contrastive Learner: Probabilistic Alignment of Unpaired Modalities",reject_to_accept,1,Correctness and theoretical support
kSBIEkHzon,ICLR 2025,Towards Graph Foundation Models: Learning Generalities Across Graphs via Task-trees,accept_to_reject,1,Correctness and theoretical support
eq8jOD0tgl,ICLR 2025,Multi-Task Best Arm Identification with Risk Constraint,accept_to_reject,1,Correctness and theoretical support
OYTDePFRLC,ICLR 2025,Forward Learning with Differential Privacy,accept_to_reject,1,Correctness and theoretical support
XvA1Mn9OFy,ICLR 2025,Generalization Aware Minimization,accept_to_reject,1,Correctness and theoretical support
H2zRScPSR7,ICLR 2025,A Framework for Finding Local Saddle Points in Two-Player Zero-Sum Black-Box Games,accept_to_reject,1,Correctness and theoretical support
WPz5e5V85k,ICLR 2025,Convergence Analysis of the Wasserstein Proximal Algorithm beyond Convexity,accept_to_reject,1,Correctness and theoretical support
t9NiRq9PGK,ICLR 2025,Multiplayer Federated Learning: Reaching Equilibrium with Less Communications,accept_to_reject,1,Correctness and theoretical support
OmFlDvsvc3,ICLR 2025,The Perils of Optimizing Learned Reward Functions: Low Training Error Does Not Guarantee Low Regret,accept_to_reject,1,Correctness and theoretical support
LikKyNlzgP,ICLR 2025,Diffusion & Adversarial Schrödinger Bridges via Iterative Proportional Markovian Fitting,accept_to_reject,1,Correctness and theoretical support
oHSXRy29tj,ICLR 2025,"Hierarchical overlapping clustering: cost function, algorithm and scalability",accept_to_reject,1,Correctness and theoretical support
NFWt2PavSW,ICLR 2025,Momentum and Error Feedback for Clipping with Fast Rates and Differential Privacy,accept_to_reject,1,Correctness and theoretical support
4IRYGvyevW,ICLR 2025,Beyond the Lazy versus Rich Dichotomy: Geometry Insights in Feature Learning from Task-Relevant Manifold Untangling,accept_to_reject,1,Correctness and theoretical support
LOiYxBcGA9,ICLR 2025,How does Your RL Agent Explore? An Optimal Transport Analysis of Occupancy Measure Trajectories,accept_to_reject,1,Correctness and theoretical support
nzgvkQM3EH,ICLR 2025,Identification of Nonparametric Dynamic Causal Model and Latent Process for Climate Analysis,accept_to_reject,1,Correctness and theoretical support
3lXZjsir0e,ICLR 2025,Sample Efficient Robust Offline Self-Play for Model-based Reinforcement Learning,accept_to_reject,1,Correctness and theoretical support
SbV2eJC7Ci,ICLR 2025,Faster Rates for Private Adversarial Bandits,accept_to_reject,1,Correctness and theoretical support
lirR6Wfkd6,ICLR 2025,Optimizer-Dependent Generalization Bound for Quantum Neural Networks,accept_to_reject,1,Correctness and theoretical support
X8RTdxzqJQ,ICLR 2025,Revisit Non-parametric Two-sample Testing as a Semi-supervised Learning Problem,accept_to_reject,1,Correctness and theoretical support
UVaLZMv0uk,ICLR 2025,Private Stochastic Optimization for Achieving Second-Order Stationary Points,accept_to_reject,1,Correctness and theoretical support
OBUQNASaWw,ICLR 2025,SparsyFed: Sparse Adaptive Federated Learning,reject_to_accept,1,Correctness and theoretical support
3fGtV4Zfgq,ICLR 2025,Fast training and sampling of Restricted Boltzmann Machines,reject_to_accept,1,Correctness and theoretical support
iEHYbGbZ4D,ICLR 2025,DAS-GNN: Degree-Aware Spiking Graph Neural Networks for Graph Classification,accept_to_reject,1,Correctness and theoretical support
Mr1wsHM9JK,ICLR 2025,Communication-Efficient Heterogeneous Federated Learning with Generalized Heavy-Ball Momentum,accept_to_reject,1,Correctness and theoretical support
sRaAt9OOnW,ICLR 2025,Uncovering Challenges of Solving the Continuous Gromov-Wasserstein Problem,accept_to_reject,1,Correctness and theoretical support
PPazOk82Sq,ICLR 2025,Label Noise Gradient Descent Improves Generalization in the Low SNR Regime,accept_to_reject,1,Correctness and theoretical support
vpKjmJp6cO,ICLR 2025,Bellman Unbiasedness: Toward Provably Efficient Distributional Reinforcement Learning with General Value Function Approximation,accept_to_reject,1,Correctness and theoretical support
o9YC0B6P2m,ICLR 2025,Scaling Law with Learning Rate Annealing,accept_to_reject,1,Correctness and theoretical support
Re4Z3Wt2DS,ICLR 2025,Variational Mirror Descent for Robust Learning in Schrödinger Bridge,accept_to_reject,1,Correctness and theoretical support
oYaP4XPWet,ICLR 2025,Training and Evaluating Causal Forecasting Models for Time-Series,accept_to_reject,1,Correctness and theoretical support
mkXi7O0fun,ICLR 2025,Data Value Estimation on Private Gradients,accept_to_reject,1,Correctness and theoretical support
CpiJWKFdHN,ICLR 2025,ROS: A GNN-based Relax-Optimize-and-Sample Framework for Max-$k$-Cut Problems,accept_to_reject,1,Correctness and theoretical support
HtvZCGiATs,ICLR 2025,Beyond DAGs: A Latent Partial Causal Model for Multimodal Learning,accept_to_reject,1,Correctness and theoretical support
tJE9WeqHEI,ICLR 2025,Beyond Scaling Laws: Understanding Transformer Performance with Associative Memory,accept_to_reject,1,Correctness and theoretical support
udtrtwkvk5,ICLR 2025,Subspace Optimiztion for Large Language Models with Convergence Guarantees,accept_to_reject,1,Correctness and theoretical support
x5l5PRtvul,ICLR 2025,Hybrid Kernel Stein Variational Gradient Descent,accept_to_reject,1,Correctness and theoretical support
VvxuD3cdJx,ICLR 2025,AutoScale: Combining Multi-Task Optimization with Linear Scalarization,accept_to_reject,1,Correctness and theoretical support
b9rpcQxm5P,ICLR 2025,Equivariant score-based generative models provably learn distributions with symmetries efficiently,accept_to_reject,1,Correctness and theoretical support
HSGCCUwH7r,ICLR 2025,Model Swarms: Collaborative Search to Adapt LLM Experts via Swarm Intelligence,accept_to_reject,1,Correctness and theoretical support
j46zZVzVVQ,ICLR 2025,Customizing Reinforcement Learning Agent with Multi-Objective Preference Control,accept_to_reject,1,Correctness and theoretical support
MoJSnVZ59d,ICLR 2025,SafeDPO: A Simple Approach to Direct Preference Optimization with Enhanced Safety,accept_to_reject,1,Correctness and theoretical support
z7JBs8UOLI,ICLR 2025,Unconstrained Robust Online Convex Optimization,accept_to_reject,1,Correctness and theoretical support
ds6Mmd7LlH,ICLR 2025,GRADIENT-OPTIMIZED CONTRASTIVE LEARNING,accept_to_reject,1,Correctness and theoretical support
vI5cjHMzP4,ICLR 2025,Eligibility Traces for Confounding Robust Off-Policy Evaluation: A Causal Approach,accept_to_reject,1,Correctness and theoretical support
7JlL8ECPJ7,ICLR 2025,Kernel Banzhaf: A Fast and Robust Estimator for Banzhaf Values,accept_to_reject,1,Correctness and theoretical support
uEPRY2XAEs,ICLR 2025,Active-Dormant Attention Heads: Mechanistically Demystifying Extreme-Token Phenomena in LLMs,accept_to_reject,1,Correctness and theoretical support
feZcpZbbqL,ICLR 2025,Finding Second-order Stationary Points for Generalized-Smooth Nonconvex Minimax Optimization via Gradient-based Algorithm,accept_to_reject,1,Correctness and theoretical support
XT7kCxcEKm,ICLR 2025,Revisiting Differentiable Structure Learning: Inconsistency of $\ell_1$ Penalty and Beyond,accept_to_reject,1,Correctness and theoretical support
02Od16GFRW,ICLR 2025,Ensembles provably learn equivariance through data augmentation,accept_to_reject,1,Correctness and theoretical support
rY8xdjrANt,ICLR 2025,OPTIMAL TRANSPORT BARYCENTER VIA NONCONVEX CONCAVE MINIMAX OPTIMIZATION,accept_to_reject,1,Correctness and theoretical support
eZLckrDOom,ICLR 2025,Importance Corrected Neural JKO Sampling,accept_to_reject,1,Correctness and theoretical support
c5boBrSTKj,ICLR 2025,AMSC: Adaptive Multi-Dimensional Structured Compression with Theoretical Guarantees,accept_to_reject,1,Correctness and theoretical support
lR7rqLtsXZ,ICLR 2025,Fira: Can We Achieve Full-rank Training of LLMs Under Low-rank Constraint?,accept_to_reject,1,Correctness and theoretical support
hoEanaoP4i,ICLR 2025,MD-LSM: An Efficient Tool for Real-time Monitoring Linear Separability of Hidden-layer Outputs of Deep Networks,accept_to_reject,1,Correctness and theoretical support
yqST7JwsCt,ICLR 2025,Entropy-Based Aggregation for Fair and Effective Federated Learning,accept_to_reject,1,Correctness and theoretical support
8CJDYx8GwF,ICLR 2025,Gradient Flow Provably Learns Robust Classifiers for Data from Orthonormal Clusters,accept_to_reject,1,Correctness and theoretical support
6Gb7VfTKY7,ICLR 2025,Parallel simulation for sampling under isoperimetry and score-based diffusion models,accept_to_reject,1,Correctness and theoretical support
0spR7wDwBh,ICLR 2025,A grid world agent with favorable inductive biases,accept_to_reject,1,Correctness and theoretical support
WULjblaCoc,ICLR 2025,When Can Transformers Count to n?,accept_to_reject,1,Correctness and theoretical support
ayZsi8YA7h,ICLR 2025,Learning Linear Utility Functions From Pairwise Comparison Queries,accept_to_reject,1,Correctness and theoretical support
Z1MKx8mNu9,ICLR 2025,HiBO: Hierarchical Bayesian Optimization via Adaptive Search Space Partitioning,accept_to_reject,1,Correctness and theoretical support
8o08LSkuAj,ICLR 2025,Learning with Exact Invariances in Polynomial Time,accept_to_reject,1,Correctness and theoretical support
eB2QgsohdN,ICLR 2025,Supervised Contrastive Block Disentanglement,accept_to_reject,1,Correctness and theoretical support
IZB8H50V1S,ICLR 2025,Learning Policy Committees for Effective Personalization in MDPs with Diverse Tasks,accept_to_reject,1,Correctness and theoretical support
uDWcAajewK,ICLR 2025,Learning from interval targets,accept_to_reject,1,Correctness and theoretical support
gjC3QvVh1U,ICLR 2025,AlphaZero Neural Scaling and Zipf's Law: a Tale of Board Games and Power Laws,accept_to_reject,1,Correctness and theoretical support
vYBzgwkwZb,ICLR 2025,BiQAP: Neural Bi-level Optimization-based Framework for Solving Quadratic Assignment Problems,accept_to_reject,1,Correctness and theoretical support
Ns6fnLFsCZ,ICLR 2025,Efficiently Learning Probabilistic Logical Models by Cheaply Ranking Mined Rules,accept_to_reject,1,Correctness and theoretical support
wAemQcyWqq,ICLR 2025,Oblivious Unlearning by Learning: Machine Unlearning Without Exposing Erased Data,accept_to_reject,1,Correctness and theoretical support
q6TelS1z7N,ICLR 2025,Information-Theoretic Active Correlation Clustering,accept_to_reject,1,Correctness and theoretical support
lRTDMGYCpy,ICLR 2025,Identify Critical KV Cache in LLM Inference from an Output Perturbation Perspective,accept_to_reject,1,Correctness and theoretical support
V5kCKFav9j,ICLR 2025,A Sinkhorn-type Algorithm for Constrained Optimal Transport,accept_to_reject,1,Correctness and theoretical support
SFuEabyr4v,ICLR 2025,"Controlling Statistical, Discretization, and Truncation Errors in Learning Fourier Linear Operators",accept_to_reject,1,Correctness and theoretical support
PQ6jzz82Nd,ICLR 2025,Differentiable Reasoning about Knowledge Graphs with Reshuffled Embeddings,accept_to_reject,1,Correctness and theoretical support
WxqiwbwxiW,ICLR 2025,An Information-Theoretic Analysis of Thompson Sampling for Logistic Bandits,accept_to_reject,1,Correctness and theoretical support
708lti8yfI,ICLR 2025,Representation of solutions of second-order linear equations in Barron space via Green's functions,accept_to_reject,1,Correctness and theoretical support
eN0RyRVbSm,ICLR 2025,Double Descent Meets Out-of-Distribution Detection: Theoretical Insights and Empirical Analysis of the role of model complexity,accept_to_reject,1,Correctness and theoretical support
0AHkdAtFW8,ICLR 2025,Sum-of-Squares Programming for Ma-Trudinger-Wang Regularity of Optimal Transport Maps,accept_to_reject,1,Correctness and theoretical support
eAFNJk63KE,ICLR 2025,Riemannian Manifold Learning for Stackelberg Games with Neural Flow Representations,accept_to_reject,1,Correctness and theoretical support
FQc7gi8XvS,ICLR 2025,On the Convergence of FedProx with Extrapolation and Inexact Prox,accept_to_reject,1,Correctness and theoretical support
YMCtQlm8Bc,ICLR 2025,Critical Influence of Overparameterization on Sharpness-aware Minimization,accept_to_reject,1,Correctness and theoretical support
28U5Olm32r,ICLR 2025,Understanding Model Ensemble in Transferable Adversarial Attack,accept_to_reject,1,Correctness and theoretical support
Zs8Z3sgnAA,ICLR 2025,Fine-grained Attention I/O Complexity: Comprehensive Analysis for Backward Passes,accept_to_reject,1,Correctness and theoretical support
wXIncJRlK0,ICLR 2025,Mirror Descent Actor Critic via Bounded Advantage Learning,accept_to_reject,1,Correctness and theoretical support
7oaWthT9EO,ICLR 2025,A Differential Equation Approach for Wasserstein GANs and Beyond,accept_to_reject,1,Correctness and theoretical support
xZ2lTzfyFv,ICLR 2025,Improving Generalization with Flat Hilbert Bayesian Inference,accept_to_reject,1,Correctness and theoretical support
7zPd1TjRc1,ICLR 2025,SANIA: Polyak-type Optimization Framework Leads to Scale Invariant Stochastic Algorithms,accept_to_reject,1,Correctness and theoretical support
49v8meXjHS,ICLR 2025,kNN Attention Demystified: A Theoretical Exploration for Scalable Transformers,reject_to_accept,1,Correctness and theoretical support
vgV4y086FY,ICLR 2025,Differentially Private Bilevel Optimization,accept_to_reject,1,Correctness and theoretical support
2PKLRmU7ne,ICLR 2025,In-context learning and Occam's razor,accept_to_reject,1,Correctness and theoretical support
lNIj5FdXsC,ICLR 2024,Recurrent Distance-Encoding Neural Networks for Graph Representation Learning,accept_to_reject,1,Correctness and theoretical support
qgyLAr2cOs,ICLR 2024,Fixed-Budget Best Arm Identification with Variance-Dependent Regret Bounds,accept_to_reject,1,Correctness and theoretical support
idpV2AqusC,ICLR 2024,Improving SAM Requires Rethinking its Optimization Formulation,accept_to_reject,1,Correctness and theoretical support
rmLTwKGiSP,ICLR 2024,Semi-Anchored Gradient Methods for Nonconvex-Nonconcave Minimax Problems,accept_to_reject,1,Correctness and theoretical support
FHqAzWl2wE,ICLR 2024,Multimarginal Generative Modeling with Stochastic Interpolants,reject_to_accept,1,Correctness and theoretical support
WwCirclMvl,ICLR 2024,Posterior Sampling via Langevin Monte Carlo for Offline Reinforcement Learning,accept_to_reject,1,Correctness and theoretical support
fjRM5ozPv9,ICLR 2024,Local-Forward: Towards Biological Plausibility in Deep Reinforcement Learning,accept_to_reject,1,Correctness and theoretical support
zBgAlcIoZP,ICLR 2024,Dynamic Mode Decomposition-inspired Autoencoders for Reduced-order Modeling and Control of PDEs : Theory and Design,accept_to_reject,1,Correctness and theoretical support
op19LjpHkH,ICLR 2024,Decoupled Actor-Critic,accept_to_reject,1,Correctness and theoretical support
AKAlVyunxA,ICLR 2024,SHINE: Shielding Backdoors in Deep Reinforcement Learning,accept_to_reject,1,Correctness and theoretical support
gLZeEpfVjy,ICLR 2024,Understanding and Robustifying Sub-domain Alignment for Domain Adaptation,accept_to_reject,1,Correctness and theoretical support
wsWGcw6qKD,ICLR 2024,Toward Student-oriented Teacher Network Training for Knowledge Distillation,reject_to_accept,1,Correctness and theoretical support
wTtDgucL7h,ICLR 2024,Two Facets of SDE Under an Information-Theoretic Lens: Generalization of SGD via Training Trajectories and via Terminal States,accept_to_reject,1,Correctness and theoretical support
RgELE1dQXx,ICLR 2024,Learning to Make Adherence-aware Advice,reject_to_accept,1,Correctness and theoretical support
bLhqPxRy3G,ICLR 2024,Linear programming using diagonal linear networks,accept_to_reject,1,Correctness and theoretical support
bKzX0m6TEZ,ICLR 2024,An Inexact Conditional Gradient Method for Constrained Bilevel Optimization,accept_to_reject,1,Correctness and theoretical support
73lu1yw6At,ICLR 2024,Complexity of Formal Explainability for Sequential Models,accept_to_reject,1,Correctness and theoretical support
gyJpajLkX2,ICLR 2024,ENHANCING MULTIVARIATE TIME SERIES FORECAST- ING WITH MUTUAL INFORMATION-DRIVEN CROSS- VARIABLE AND TEMPORAL MODELING,accept_to_reject,1,Correctness and theoretical support
GnOLWS4Llt,ICLR 2024,Offline RL with Observation Histories: Analyzing and Improving Sample Complexity,reject_to_accept,1,Correctness and theoretical support
1JR20YOE0H,ICLR 2024,On Feature Diversity in Energy-based Models,accept_to_reject,1,Correctness and theoretical support
EDXkkUAIFW,ICLR 2024,One-shot Active Learning Based on Lewis Weight Sampling for Multiple Deep Models,reject_to_accept,1,Correctness and theoretical support
OMwD6pGYB4,ICLR 2024,A Distributional Analogue to the Successor Representation,accept_to_reject,1,Correctness and theoretical support
zLwCT9srfo,ICLR 2024,H-Rockmate: Hierarchical Approach for Efficient Re-materialization of Large Neural Networks,accept_to_reject,1,Correctness and theoretical support
ctXZJLBbyb,ICLR 2024,Understanding Heterophily for Graph Neural Networks,accept_to_reject,1,Correctness and theoretical support
B5Tp4WwZl8,ICLR 2024,Error Feedback Shines when Features are Rare,accept_to_reject,1,Correctness and theoretical support
ndR8Ytrzhh,ICLR 2024,Escape Sky-high Cost: Early-stopping Self-Consistency for Multi-step Reasoning,reject_to_accept,1,Correctness and theoretical support
fyTPWfXtcc,ICLR 2024,Global Optimality for Non-linear Constrained Restoration Problems via Invexity,reject_to_accept,1,Correctness and theoretical support
8WH6ZlDad6,ICLR 2024,EWoK: Tackling Robust Markov Decision Processes via Estimating Worst Kernel,accept_to_reject,1,Correctness and theoretical support
CJnyR3M6Oh,ICLR 2024,Sparse hyperbolic representation learning,accept_to_reject,1,Correctness and theoretical support
wCUw8t63vH,ICLR 2024,Spectral learning of shared dynamics between generalized-linear processes,accept_to_reject,1,Correctness and theoretical support
5sixirvG0I,ICLR 2024,Whittle Index with Multiple Actions and State Constraint for Inventory Management,reject_to_accept,1,Correctness and theoretical support
I2mIxuXA72,ICLR 2024,Understanding Domain Generalization: A Noise Robustness Perspective,reject_to_accept,1,Correctness and theoretical support
kxpswbhr1r,ICLR 2024,In-context Convergence of Transformers,accept_to_reject,1,Correctness and theoretical support
NGVljI6HkR,ICLR 2024,Reclaiming the Source of Programmatic Policies: Programmatic versus Latent Spaces,reject_to_accept,1,Correctness and theoretical support
68k0KcHFrW,ICLR 2024,Stochastic Unrolled Federated Learning,accept_to_reject,1,Correctness and theoretical support
4FUa5dxiiA,ICLR 2024,Risk-Sensitive Variational Model-Based Policy Optimization,accept_to_reject,1,Correctness and theoretical support
ZyXWIJ99nh,ICLR 2024,Catapults in SGD: spikes in the training loss and their impact on generalization through feature learning,accept_to_reject,1,Correctness and theoretical support
aJl5aK9n7e,ICLR 2024,What Improves the Generalization of Graph Transformer? A Theoretical Dive into Self-attention and Positional Encoding,accept_to_reject,1,Correctness and theoretical support
unE3TZSAVZ,ICLR 2024,Breaking Neural Network Scaling Laws with Modularity,accept_to_reject,1,Correctness and theoretical support
qTui9aQ3VW,ICLR 2024,How Robust Are Energy-Based Models Trained With Equilibrium Propagation?,accept_to_reject,1,Correctness and theoretical support
mHXCByvrLd,ICLR 2024,Rethinking Optimal Transport in Offline Reinforcement Learning,accept_to_reject,1,Correctness and theoretical support
