case_type,venue,domain,year,paper_id,paper_number,forum_url,title,decision,decision_label,has_decision_note,decision_note,n_reviews,n_scored_reviews,scores,confidences,mean_score,median_score,confidence_weighted_mean,accept_threshold,accept_votes,reject_votes,reviewer_majority,has_meta_review,meta_signature,meta_review,public_discussion_count,public_discussion_word_count,public_author_response_count,public_reviewer_followup_count,public_ac_pc_comment_count
ICLR 2024 accept_to_reject,ICLR 2024,ICLR.cc/2024/Conference,2024,I5lcjmFmlc,42,https://openreview.net/forum?id=I5lcjmFmlc,Robust Classification via a Single Diffusion Model,reject,ICLR.cc/2024/Conference/Rejected_Submission,True,title: Paper Decision | decision: Reject,3,3,8 8 8,4 4 3,8.0,8.0,8.0,6,3,0,accept,True,ICLR.cc/2024/Conference/Submission42/Area_Chair_WX8w,novelty/positioning; evidence/baselines; calibration/process; reproducibility/implementation,12,4540,8,3,0
ICLR 2024 accept_to_reject,ICLR 2024,ICLR.cc/2024/Conference,2024,3tjTJeXyA7,6166,https://openreview.net/forum?id=3tjTJeXyA7,Revitalizing Channel-dimension Fourier Transform for Image Enhancement,reject,ICLR.cc/2024/Conference/Rejected_Submission,True,title: Paper Decision | decision: Reject,4,4,6 6 10 8,5 5 5 4,7.5,7.0,7.473684210526316,6,4,0,accept,True,ICLR.cc/2024/Conference/Program_Chairs,novelty/positioning; scope/significance; calibration/process,6,2794,6,0,0
ICLR 2024 accept_to_reject,ICLR 2024,ICLR.cc/2024/Conference,2024,le1UUMd45T,5602,https://openreview.net/forum?id=le1UUMd45T,Solving Multiobjective Combinatorial Optimization via Learn to Improve Method,reject,ICLR.cc/2024/Conference/Rejected_Submission,True,title: Paper Decision | decision: Reject,4,4,8 8 8 6,4 4 3 4,7.5,8.0,7.466666666666667,6,4,0,accept,True,ICLR.cc/2024/Conference/Submission5602/Area_Chair_KzZi,novelty/positioning; evidence/baselines; correctness/theory; scope/significance; presentation/readability,9,1575,7,2,0
ICLR 2024 accept_to_reject,ICLR 2024,ICLR.cc/2024/Conference,2024,kVj2uyytyg,8315,https://openreview.net/forum?id=kVj2uyytyg,Unsupervised Federated Graph Matching with Graphlet Feature Extraction and Separate Trust Region,reject,ICLR.cc/2024/Conference/Rejected_Submission,True,title: Paper Decision | decision: Reject,4,4,6 8 8 6,3 4 5 3,7.0,7.0,7.2,6,4,0,accept,True,ICLR.cc/2024/Conference/Program_Chairs,scope/significance; calibration/process; reproducibility/implementation,15,4750,11,4,0
ICLR 2024 accept_to_reject,ICLR 2024,ICLR.cc/2024/Conference,2024,FI0vOp2asx,9239,https://openreview.net/forum?id=FI0vOp2asx,Cooperative Hardware-Prompt Learning for Snapshot Compressive Imaging,reject,ICLR.cc/2024/Conference/Rejected_Submission,True,title: Paper Decision | decision: Reject,4,4,6 8 8 6,4 4 5 3,7.0,7.0,7.125,6,4,0,accept,True,ICLR.cc/2024/Conference/Program_Chairs,novelty/positioning; evidence/baselines; correctness/theory; scope/significance; calibration/process,11,3658,8,3,0
ICLR 2024 accept_to_reject,ICLR 2024,ICLR.cc/2024/Conference,2024,OZWHYyfPwY,5953,https://openreview.net/forum?id=OZWHYyfPwY,Don't trust your eyes: on the (un)reliability of feature visualizations,reject,ICLR.cc/2024/Conference/Rejected_Submission,True,title: Paper Decision | decision: Reject,4,4,8 6 6 8,4 3 3 3,7.0,7.0,7.076923076923077,6,4,0,accept,True,ICLR.cc/2024/Conference/Submission5953/Area_Chair_X9mu,novelty/positioning; evidence/baselines; correctness/theory; scope/significance; calibration/process,12,4049,9,3,0
ICLR 2024 accept_to_reject,ICLR 2024,ICLR.cc/2024/Conference,2024,TmcH09s6pT,398,https://openreview.net/forum?id=TmcH09s6pT,Generalized Neural Collapse for a Large Number of Classes,reject,ICLR.cc/2024/Conference/Rejected_Submission,True,title: Paper Decision | decision: Reject,4,4,8 6 8 6,3 4 5 3,7.0,7.0,7.066666666666666,6,4,0,accept,True,ICLR.cc/2024/Conference/Submission398/Area_Chair_RCB3,evidence/baselines; correctness/theory; calibration/process,13,4092,11,2,0
ICLR 2024 accept_to_reject,ICLR 2024,ICLR.cc/2024/Conference,2024,U5BZcr0H7r,2358,https://openreview.net/forum?id=U5BZcr0H7r,Multi-Armed Bandits with Abstention,reject,ICLR.cc/2024/Conference/Rejected_Submission,True,title: Paper Decision | decision: Reject,4,4,6 8 6 8,3 4 4 3,7.0,7.0,7.0,6,4,0,accept,True,ICLR.cc/2024/Conference/Submission2358/Area_Chair_DPDv,novelty/positioning; scope/significance; calibration/process,16,3922,11,5,0
ICLR 2024 accept_to_reject,ICLR 2024,ICLR.cc/2024/Conference,2024,6FAH0SgQzO,4308,https://openreview.net/forum?id=6FAH0SgQzO,FedRC: Tackling Diverse Distribution Shifts Challenge in Federated Learning by Robust Clustering,reject,ICLR.cc/2024/Conference/Rejected_Submission,True,title: Paper Decision | decision: Reject,3,3,8 8 5,4 4 4,7.0,8.0,7.0,6,2,1,accept,True,ICLR.cc/2024/Conference/Submission4308/Area_Chair_2sgx,correctness/theory; calibration/process; reproducibility/implementation,14,6414,12,2,0
ICLR 2024 accept_to_reject,ICLR 2024,ICLR.cc/2024/Conference,2024,D6aGz0Zyvn,2653,https://openreview.net/forum?id=D6aGz0Zyvn,Enhancing Kernel Flexibility via Learning Asymmetric Locally-Adaptive Kernels,reject,ICLR.cc/2024/Conference/Rejected_Submission,True,title: Paper Decision | decision: Reject,3,3,8 5 8,4 4 4,7.0,8.0,7.0,6,2,1,accept,True,ICLR.cc/2024/Conference/Submission2653/Area_Chair_8xnv,novelty/positioning; evidence/baselines; scope/significance; calibration/process; reproducibility/implementation,18,4626,14,3,1
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,NGVljI6HkR,6536,https://openreview.net/forum?id=NGVljI6HkR,Reclaiming the Source of Programmatic Policies: Programmatic versus Latent Spaces,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),3,3,3 3 5,4 3 4,3.6666666666666665,3.0,3.727272727272727,6,0,3,reject,True,ICLR.cc/2024/Conference/Submission6536/Area_Chair_RGZt,novelty/positioning; evidence/baselines; scope/significance; calibration/process,15,3311,11,4,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,FDQF6A1s6M,3698,https://openreview.net/forum?id=FDQF6A1s6M,LOQA: Learning with Opponent Q-Learning Awareness,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),5,5,3 5 3 6 3,3 3 4 3 4,4.0,3.0,3.8823529411764706,6,1,4,reject,True,ICLR.cc/2024/Conference/Submission3698/Area_Chair_nPLp,novelty/positioning; evidence/baselines; calibration/process; reproducibility/implementation,10,2602,5,5,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,RemfXx7ebP,4350,https://openreview.net/forum?id=RemfXx7ebP,RDesign: Hierarchical Data-efficient Representation Learning for Tertiary Structure-based RNA Design,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),3,3,6 3 3,4 4 5,4.0,3.0,3.923076923076923,6,1,2,reject,True,ICLR.cc/2024/Conference/Program_Chairs,evidence/baselines; scope/significance; calibration/process,9,2908,7,2,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,JXGph215fL,4098,https://openreview.net/forum?id=JXGph215fL,The Update-Equivalence Framework for Decision-Time Planning,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),4,4,6 3 5 3,2 3 2 3,4.25,4.0,4.0,6,1,3,reject,True,ICLR.cc/2024/Conference/Submission4098/Area_Chair_svdk,novelty/positioning; evidence/baselines; correctness/theory; scope/significance; presentation/readability,8,2205,5,3,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,vBw8JGBJWj,1841,https://openreview.net/forum?id=vBw8JGBJWj,Encoding Unitig-level Assembly Graphs with Heterophilous Constraints for Metagenomic Contigs Binning,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),3,3,5 3 5,2 4 3,4.333333333333333,5.0,4.111111111111111,6,0,3,reject,True,ICLR.cc/2024/Conference/Submission1841/Area_Chair_CkgL,novelty/positioning; evidence/baselines; scope/significance; presentation/readability; calibration/process,4,2036,4,0,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,zzqn5G9fjn,1909,https://openreview.net/forum?id=zzqn5G9fjn,Breaking Physical and Linguistic Borders: Multilingual Federated Prompt Tuning for Low-Resource Languages,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),4,4,5 3 1 8,4 4 5 5,4.25,4.0,4.277777777777778,6,1,3,reject,True,ICLR.cc/2024/Conference/Submission1909/Area_Chair_4yNr,novelty/positioning; scope/significance; calibration/process; ethics/safety,24,6830,20,4,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,fyTPWfXtcc,7401,https://openreview.net/forum?id=fyTPWfXtcc,Global Optimality for Non-linear Constrained Restoration Problems via Invexity,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),3,3,5 3 6,3 4 3,4.666666666666667,5.0,4.5,6,1,2,reject,True,ICLR.cc/2024/Conference/Submission7401/Area_Chair_eZyA,evidence/baselines; correctness/theory; scope/significance; presentation/readability; calibration/process,11,5310,8,3,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,CEkIyshNbC,287,https://openreview.net/forum?id=CEkIyshNbC,Unraveling the Enigma of Double Descent: An In-depth Analysis through the Lens of Learned Feature Space,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),4,4,5 3 5 5,2 3 5 3,4.5,5.0,4.538461538461538,6,0,4,reject,True,ICLR.cc/2024/Conference/Submission287/Area_Chair_jYcu,evidence/baselines; correctness/theory; unresolved rebuttal; calibration/process,11,3337,8,3,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,QHROe7Mfcb,3620,https://openreview.net/forum?id=QHROe7Mfcb,Less is More: One-shot Subgraph Reasoning on Large-scale Knowledge Graphs,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),3,3,3 6 5,4 3 4,4.666666666666667,5.0,4.545454545454546,6,1,2,reject,True,ICLR.cc/2024/Conference/Submission3620/Area_Chair_NZwj,novelty/positioning; scope/significance; presentation/readability; calibration/process,18,5739,17,1,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,SQpnEfv9WH,9161,https://openreview.net/forum?id=SQpnEfv9WH,Social-Transmotion: Promptable Human Trajectory Prediction,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),4,4,3 5 5 6,5 5 5 4,4.75,5.0,4.684210526315789,6,1,3,reject,True,ICLR.cc/2024/Conference/Submission9161/Area_Chair_eNyB,novelty/positioning; evidence/baselines; scope/significance; calibration/process,5,2798,5,0,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,qV83K9d5WB,4344,https://openreview.net/forum?id=qV83K9d5WB,Large Language Models as Tool Makers,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),4,4,3 6 5 5,4 3 5 4,4.75,5.0,4.6875,6,1,3,reject,True,ICLR.cc/2024/Conference/Submission4344/Area_Chair_8rRv,novelty/positioning; evidence/baselines; calibration/process,5,1168,4,1,0
ICLR 2024 reject_to_accept,ICLR 2024,ICLR.cc/2024/Conference,2024,I2mIxuXA72,6861,https://openreview.net/forum?id=I2mIxuXA72,Understanding Domain Generalization: A Noise Robustness Perspective,accept,ICLR.cc/2024/Conference,True,title: Paper Decision | decision: Accept (poster),4,4,5 3 6 5,3 3 4 5,4.75,5.0,4.866666666666666,6,1,3,reject,True,ICLR.cc/2024/Conference/Submission6861/Area_Chair_Yo1k,novelty/positioning; evidence/baselines; correctness/theory; calibration/process,15,6566,14,1,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,1J1Kju4rto,5010,https://openreview.net/forum?id=1J1Kju4rto,$Q\sharp$: Provably Optimal Distributional RL for LLM Post-Training,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This work proposes a value-based distributional RL algorithm and applies it to LLM fine-tuning. The key innovation is to incorporate KL divergence-based regularization into the likelihood objective, and use this to enforce proximity to a prior distribution, if available. One of the key innovations is introducing distributional RL into the fine-tuning setting, and demonstrating experimentally it outperforms several standard benchmarks, including DPO. During the discussion phase, the reviewers brought out the importance of comparison to methods that incorporate divergence to a prior: [Nachum'19a] AlgaeDICE: Policy Gradient from Arbitrary Experience. [Nachum'19b] DualDICE: Behavior-agnostic Estimation of Discounted Stationary Distribution Co",3,3,4 4 4,  ,4.0,4.0,4.0,3,3,0,accept,False,,No public meta-review exposed,5,2600,4,1,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,nYrj9ZwgYk,15387,https://openreview.net/forum?id=nYrj9ZwgYk,Stochastic Regret Guarantees for Online Zeroth- and First-Order Bilevel Optimization,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: Paper introduces novel first-order and zero-order algorithms for stochastic Online Bilevel Optimization (OBO) that achieve sublinear bilevel regret without relying on window smoothing. The reviewers agree that the paper makes a significant contribution by proposing a new search direction and introducing algorithms (SOGD and ZO-SOGD) that are theoretically sound and practically applicable to black-box and dynamic environments. Some parts of the theoretical analysis remain dense and were not fully verified by the reviewers. There were some limitations in experimental scope and accessibility of the theory, paper has overall borderline scores. Eventually the paper is headed towards rejection due to space limitations and borderline reviews. We",4,4,4 4 3 4,   ,3.75,4.0,3.75,3,4,0,accept,False,,No public meta-review exposed,4,3064,4,0,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,9Mxi4pMe4G,7896,https://openreview.net/forum?id=9Mxi4pMe4G,On the Geometry of Regularization in Adversarial Training: High-Dimensional Asymptotics and Generalization Bounds,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: The paper studies regularization in adversarial training (with epsilon balls) for binary classification. Rademacher complexity is used to obtain generalization bounds for various norms. Experiments were also conducted. While the reviewers were supportive of this paper, none of the reviewers strongly argued for acceptance. Thus I consider this a borderline paper, but I finally decided for rejection. Several aspects for improvement were mentioned including for instance relaxing some assumptions (from Gaussian to sub-Gaussian), discussing the practicality of some other assumptions (convergence of spectra), discuss multi-class extensions, among others.",3,3,4 3 4,  ,3.6666666666666665,4.0,3.6666666666666665,3,3,0,accept,False,,No public meta-review exposed,4,1413,3,1,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,GOWRex7nOA,2878,https://openreview.net/forum?id=GOWRex7nOA,The Minimal Search Space for Conditional Causal Bandits,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: The paper studies conditional causal bandits, a multi-armed bandit (MAB) with a causal structure among the variables, where the actions are conditional interventions over single nodes. It proposes using the causal graph to reduce the action space and then running a standard MAB algorithm. To that end, it presents a graphical characterization of the minimal set of nodes containing the optimal action, thereby reducing the search space for optimal actions. It also presents an algorithm to find this minimal set given the causal graph with a time complexity linear in the number of nodes and edges. The paper’s contribution toward reducing the action space in the setting with conditional interventions over single nodes is novel and valuable. The",3,3,4 4 3,  ,3.6666666666666665,4.0,3.6666666666666665,3,3,0,accept,False,,No public meta-review exposed,6,1964,4,2,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,S5v9UheAhP,11817,https://openreview.net/forum?id=S5v9UheAhP,Regression Trees Know Calculus,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: The paper presents a way to estimate gradients for functions fitted by trees. While the reviewers and I agree that this is a solid contribution, I believe the paper would be greatly strengthened by including results on even more and larger datasets (as suggested by 98rh); datasets with correlated covariates (see reply to iY41); and from the empirical evaluation suggested by 3jeE. I also believe that aditional empirical investigation into tree depth (see review by IY41) would make for a stronger paper.",4,4,3 4 4 3,   ,3.5,3.5,3.5,3,4,0,accept,False,,No public meta-review exposed,5,2973,4,1,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,5yeBvI1qtf,6548,https://openreview.net/forum?id=5yeBvI1qtf,Pruning Spurious Subgraphs for Graph Out-of-Distribtuion Generalization,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This paper focuses on the out-of-distribution generalization issue in graph neural networks. Instead of directly identifying the causal edges, this paper preserves the invariant subgraph by pruning spurious edges. Moreover, this paper employs two regularizations, graph size constraint and $\epsilon$-probability alignment, to prune spurious edges. Experimental results demonstrate the effectiveness of the proposed method. After rebuttal, three reviewers give 'Weak accept' and one reviewer gives 'Accept'. Reviewer V6Vq holds that this method involves additional regularization terms and subgraph selection, and a scalability analysis on large-scale datasets should be provided. Reviewer 8qvf concerns that the proposed method is heuristic as it ",4,4,3 4 4 3,   ,3.5,3.5,3.5,3,4,0,accept,False,,No public meta-review exposed,5,2643,4,1,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,DM2aCc6LzI,4391,https://openreview.net/forum?id=DM2aCc6LzI,Convergence Analysis of Natural Gradient Descent for Over-parameterized Physics-Informed Neural Networks,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This paper considers training two-layer PINNs in the NTK regime. The paper extends previous work on gradient descent to natural gradient descent and shows improved convergence bounds. The reviews are generally positive. However, there are several weaknesses identified during the review process: - Limited novelty: The theoretical contribution is perceived as an incremental extension of existing NTK analysis techniques to NGD within the PINN context, rather than a substantial conceptual advance. The analysis is fairly straightforward given the literature. - Weak motivation & practical relevance: The paper's motivation is unclear, as NGD is rarely used in practice for training PINNs. The justification for studying this specific optimizer ove",4,4,4 3 3 4,   ,3.5,3.5,3.5,3,4,0,accept,False,,No public meta-review exposed,6,3387,5,1,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,MZyfS1cf0u,3543,https://openreview.net/forum?id=MZyfS1cf0u,Spectral Informed Neural Networks,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: The paper uses spectral derivatives in place of derivatives computed through AD in physics informed neural networks (that enforce PDE constraints as soft penalties in the loss) and reformulate the problem in spectral space. The reason is to deal with the high memory/compute cost of higher order derivatives for AD. Experiments demonstrate this advantage clearly. Further, their method retains spectral convergence properties. Strengths identified: * Simple idea from classical methods to deal with current bottlenecks in PINN training. All reviewers acknowledged that this can be very useful in certain settings. Experiments demonstrate this clearly. Weaknesses: * Spectral derivatives are well-known in classical methods - for the PDEs evaluated ",4,4,3 4 4 3,   ,3.5,3.5,3.5,3,4,0,accept,False,,No public meta-review exposed,8,3266,5,3,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,rUXTjhFMG5,9741,https://openreview.net/forum?id=rUXTjhFMG5,Sample-efficient diffusion-based control of complex nonlinear systems,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: The paper introduces a diffusion-based approach for learning efficient control policies in complex nonlinear systems. The proposed method, SEDC, aims to address key challenges such as high-dimensional state–action spaces, strong nonlinearity in system dynamics, and limited access to optimal training data. SEDC incorporates several components: (1) gradient guidance to steer the diffusion process toward promising trajectories (a technique previously introduced by Janner et al., 2022); (2) a direct inverse model to predict actions from states; (3) a dual UNet-based denoising network, proposed to decouple linear and nonlinear components of the dynamics (though this aspect remains difficult to interpret, despite the authors’ explanation to Rev",4,4,4 3 5 2,   ,3.5,3.5,3.5,3,3,1,accept,False,,No public meta-review exposed,6,1862,5,1,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,90ghmFUwIT,9105,https://openreview.net/forum?id=90ghmFUwIT,Unsupervised Transfer Learning via Adversarial Contrastive Training,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This paper introduces adversarial contrastive learning, which incorporates min-max adversarial training into the self-supervised learning procedure. This paper presents a theoretical guarantee, which gives an error bound on the performance of this adversarial contrastive learning procedure. This bound depends on various parameters of the augmentation and of the neural network parameterization. The paper is reviewed by six reviewers and myself (two reviewers were added during an earlier stage of the review process). Since this paper’s contribution appears to be theoretical, several reviewers mention in their reviewers that they did not check the proofs in the appendix—Therefore, those reviews are down weighted. Several reviewers did mentio",6,6,2 4 4 3 4 3,     ,3.3333333333333335,3.5,3.3333333333333335,3,5,1,accept,False,,No public meta-review exposed,11,4703,8,3,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,6Uh73Wl8Je,12657,https://openreview.net/forum?id=6Uh73Wl8Je,Temporal-Difference Variational Continual Learning,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: The submission reframes the variational continual learning objective to use all historical approximate posteriors and datasets, and draws connections to experience replay during training and temporal-difference learning in RL (arguably, this connection does not bring new insights to either domain). The main baselines in the experiments are VCL and VCL with coresets. Unfortunately, the paper did not include more recent Bayesian continual learning numbers (e.g., Laplace or function-space regularisation), nor non-Bayesian methods, so the significance of the proposed method is not clear. The AC read through all the reviews and discussions, and the paper, and suggests rejection. A minor comment: the numbers for VCL in the permuted MNIST benchm",3,3,3 3 4,  ,3.3333333333333335,3.0,3.3333333333333335,3,3,0,accept,False,,No public meta-review exposed,6,2861,4,2,0
ICML 2025 accept_to_reject,ICML 2025,ICML.cc/2025/Conference,2025,0OdIwdiFb7,10522,https://openreview.net/forum?id=0OdIwdiFb7,Pose Prior Learner: Unsupervised Categorical Prior Learning for Pose Estimation,reject,ICML.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: As Area Chair, while I initially found this paper to be a promising contribution to pose estimation under occlusion, a deeper reading raises several substantive concerns that temper my enthusiasm. The core idea—a hierarchical part-based memory module with dynamic prior generation and iterative refinement—is conceptually appealing and well-motivated. The method achieves strong empirical results, and the ablation studies are thorough. However, critical questions remain about the utility, some novelty, and completeness of the work. Most notably, the learned priors, while effective, appear non-biological (see Figure A5); it is unclear whether incorporating anatomical constraints or skeleton-based priors might yield better or more interpretabl",3,3,4 3 3,  ,3.3333333333333335,3.0,3.3333333333333335,3,3,0,accept,False,,No public meta-review exposed,4,1466,3,1,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,hgM387MPm1,7056,https://openreview.net/forum?id=hgM387MPm1,Secant Line Search for Frank-Wolfe Algorithms,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: The main contribution of this paper is to show that the secant method enjoys global convergence guarantees for the line-search step of the Frank-Wolfe method. The method is easy to implement and efficient, as validated through numerical experiments. While some reviewers raised limited theoretical novelty as a concern, I do not consider it as substantially limited; I find it interesting that a simple and overlooked mechanism can, in fact, provide an effective solution for the line search of the Frank-Wolfe algorithm. On the negative side, the analysis relies on a strict convexity assumption which limits its applicability and relevance. I strongly recommend the authors to follow the suggestions raised by the reviewers to further im",4,4,1 1 3 2,   ,1.75,1.5,1.75,3,1,3,reject,False,,No public meta-review exposed,5,1738,4,1,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,ZWZLYVFgDL,3233,https://openreview.net/forum?id=ZWZLYVFgDL,Latent Preference Coding: Aligning Large Language Models via Discrete Latent Codes,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This work addresses the problem of aligning LLM with human preferences. It argues that human preferences are multifaceted, often dictated by conflicting factors and reward functions don't necessarily capture this complexity. It argues that a single reward function don't necessarily represent the multifaceted factors entailed by a prompt and particulaly so when the factors are conflicting. It further argues that pivotal factors that determine human preference vary with tasks and populations. Even when the factors are well-defined, assigning importance to various factors for a given prompt can be challenging. It proposes to model these implicit factors and their combinations in alignent by using discrete latent codes. It infers the",4,4,3 2 1 1,   ,1.75,1.5,1.75,3,1,3,reject,False,,No public meta-review exposed,7,1950,4,3,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,kPTW6hGrJy,7245,https://openreview.net/forum?id=kPTW6hGrJy,Simple and Critical Iterative Denoising: A Recasting of Discrete Diffusion in Graph Generation,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: I'd first like to thank the reviewers: unlike most papers with high variance in the scores, there was a substantial amount of discussion here and good signal all around. The cross discussion was particularly helpful. However, I ended up needing to read through the paper carefully myself to resolve some very divergent judgements on the paper's camera-readiness. After some work on my end, I'm inclined to weakly accept the paper if there's room. The positives are the paper is very well-written. The method is sound and I see high impact here in general modeling of discrete data (even if the work here focuses on graphs, these lessons can be applied elsewhere). However, I'm also inclined to agree with VwCn that the paper doesn't exactl",3,3,1 4 1,  ,2.0,1.0,2.0,3,1,2,reject,False,,No public meta-review exposed,7,3846,5,2,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,9stlHtljkj,8202,https://openreview.net/forum?id=9stlHtljkj,SEAD: Unsupervised Ensemble of Streaming Anomaly Detectors,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: The paper introduces SEAD, an unsupervised model selection procedure for streaming anomaly detection. This is the first work of this kind, and provides both theoretical guarantees and robustness to uninformative AD models compared to baselines. However, the empirical evaluation is not entirely convincing in the showing advantages over the average baseline. Considering critical difference diagrams for adjusted hypothesis testing might be beneficial to provide a clearer quantitative comparison.",4,4,2 1 2 3,   ,2.0,2.0,2.0,3,1,3,reject,False,,No public meta-review exposed,6,2334,5,1,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,ZH7YgIZ3DF,4558,https://openreview.net/forum?id=ZH7YgIZ3DF,Can Classic GNNs Be Strong Baselines for Graph-level Tasks? Simple Architectures Meet Excellence,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: The paper argues that by enhancing them with edge feature integration, normalization, dropout, residual connections, feed-forward networks (FFN), and positional encoding, classic (message passing-based) GNNs match or surpass the performances of graph transformers, contrary to the common belief. This hypothesis is tested (and largely confirmed) in 14 datasets and against 21 graph transformer architectures, in what appears to be a fair comparison. The paper was welcomed with mixed reviews. Most of the concerns can be summarized as follows: - the paper does not provide theoretical insights - it does not offer design insights - the finding is over-generalized Personally, all these concerns appear inconsistent, especially after the re",4,4,1 3 2 2,   ,2.0,2.0,2.0,3,1,3,reject,False,,No public meta-review exposed,10,4620,7,3,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,ZWTb5UBdpG,627,https://openreview.net/forum?id=ZWTb5UBdpG,Approximation to Smooth Functions by Low-Rank Swish Networks,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This paper examines whether networks using low-rank matrices and Swish activations can effectively approximate Holder-continuous and smooth functions, assuming a certain scaling of the width of the hidden layers. The question is interesting and relevant to neural network theory (in particular, approximation theory). Some reviewers doubted relevance of approximation-theoretic analysis in the context of low-rank learning, while others found that the proof appears to follow fairly standard steps. Perhaps an interesting point in such a context is whether low-rank compression manages to mitigate the curse of dimensionality, to which paper shows that in some classes this is indeed possible (Sec. 4).",4,4,3 2 2 1,   ,2.0,2.0,2.0,3,1,3,reject,False,,No public meta-review exposed,4,1685,4,0,0
